timestamp,temp_celcius,wind_speed,weather_code
2026-02-06 01:47:03,23.8,4.5,3
2026-02-06 01:47:30,23.8,4.5,3
2026-02-06 23:34:43,24.7,3.2,2
2026-02-06 23:44:56,24.7,3.2,2
2026-02-27 17:51:53,30.1,9.3,3
2026-02-28 07:42:21,26.2,4.2,2
